,HTAG,Date,WHH,FTHG,WHA,IWA,LBD,AwayTeam,IWD,HTHG,WHD,FTR,FTAG,Div,IWH,HTR,LBH,LBA,HomeTeam,SeasonDate
193,1,22/01/06,2.8,0,2.37,2.4,3.2,Valencia,3,0,2.9,A,2,SP1,2.8,A,2.6,2.38,Betis,2005
194,0,22/01/06,2.15,5,3.1,3.1,3.2,Espanol,3,2,3,H,0,SP1,2.2,H,2.2,2.8,Getafe,2005
195,0,22/01/06,1.5,2,6.5,6,3.4,Mallorca,3.9,2,3.3,D,2,SP1,1.45,H,1.5,6,La Coruna,2005
196,0,22/01/06,2.5,0,2.62,2.7,3.1,Celta,3,0,2.9,A,2,SP1,2.5,D,2.4,2.6,Malaga,2005
197,1,22/01/06,2.37,2,2.7,2.8,3.2,Sevilla,3,1,3,A,3,SP1,2.4,D,2.25,2.75,Santander,2005
198,0,22/01/06,2.1,3,3.2,3.2,3.2,Ath Bilbao,3.1,2,3,D,3,SP1,2.1,H,2,3.2,Sociedad,2005
199,1,22/01/06,1.83,2,4,4.2,3.2,Osasuna,3.1,0,3,H,1,SP1,1.8,A,1.8,4,Villarreal,2005
200,0,28/01/06,2.1,1,3.1,3.3,3,Getafe,3,0,3.1,H,0,SP1,2.1,D,2,3.5,Ath Bilbao,2005
201,0,28/01/06,2.3,3,2.75,2.9,3.2,La Coruna,2.9,1,3.1,H,2,SP1,2.4,H,2.25,2.75,Ath Madrid,2005
202,0,28/01/06,2.25,1,2.8,2.9,3,Santander,3,0,3.1,D,1,SP1,2.3,D,2.2,3,Cadiz,2005
203,0,29/01/06,2.5,3,2.62,2.8,3.2,Sociedad,3,1,2.9,H,1,SP1,2.4,H,2.2,2.8,Alaves,2005
204,1,29/01/06,3.3,1,1.95,1.9,3.2,Real Madrid,3.1,1,3.25,A,2,SP1,3.8,D,3.5,1.91,Celta,2005
205,1,29/01/06,1.95,3,3.5,3.8,3.2,Malaga,3.2,3,3.1,H,1,SP1,1.85,H,1.8,4,Espanol,2005
206,1,29/01/06,8,0,1.36,1.45,4,Barcelona,3.6,0,3.75,A,3,SP1,7,A,8,1.33,Mallorca,2005
207,1,29/01/06,1.8,0,3.75,4.5,3.25,Betis,3.3,0,3.3,A,2,SP1,1.7,A,1.67,4.5,Osasuna,2005
208,0,29/01/06,2.25,2,2.8,2.9,3.2,Villarreal,2.9,1,3.1,H,0,SP1,2.4,H,2.1,3,Sevilla,2005
209,1,29/01/06,1.61,2,5.5,4.9,3.25,Zaragoza,3.3,0,3.1,D,2,SP1,1.65,A,1.62,5,Valencia,2005
210,1,04/02/06,2.4,0,2.6,2.8,3,Valencia,3,0,3.1,A,1,SP1,2.4,A,2.38,2.75,La Coruna,2005
211,1,04/02/06,2.25,2,2.8,2.8,3,Ath Bilbao,3.1,1,3.1,H,1,SP1,2.3,D,2.38,2.75,Malaga,2005
212,0,04/02/06,1.3,4,8,8,4.5,Espanol,4.2,3,4.33,H,0,SP1,1.33,H,1.25,10,Real Madrid,2005
213,1,05/02/06,1.36,1,8,6,4,Ath Madrid,3.9,0,3.75,A,3,SP1,1.45,A,1.33,8,Barcelona,2005
214,1,05/02/06,1.72,2,4.5,4.3,3.2,Alaves,3.2,1,3.1,D,2,SP1,1.75,D,1.73,4.33,Getafe,2005
215,0,05/02/06,2.25,0,2.8,2.8,3,Celta,3,0,3.1,A,1,SP1,2.4,D,2.38,2.75,Santander,2005
216,0,05/02/06,1.8,0,4,4,3.2,Osasuna,3.1,0,3.1,A,1,SP1,1.85,D,1.8,4,Sevilla,2005
217,1,05/02/06,1.8,2,4,3.6,3.2,Mallorca,3.2,1,3.1,H,1,SP1,1.9,D,1.83,3.75,Sociedad,2005
218,1,05/02/06,1.57,1,5.5,6.3,3.4,Cadiz,3.5,0,3.3,D,1,SP1,1.5,A,1.5,6,Villarreal,2005
219,1,05/02/06,1.9,4,3.6,3.8,3.2,Betis,3.1,4,3.1,H,3,SP1,1.9,H,1.91,3.5,Zaragoza,2005
220,1,11/02/06,3.6,0,1.9,1.9,3.2,Real Madrid,3.2,0,3.1,A,2,SP1,3.6,A,4.33,1.73,Ath Bilbao,2005
221,1,11/02/06,2.5,0,2.62,2.5,2.88,Sevilla,3,0,2.9,A,4,SP1,2.7,A,2.62,2.5,Cadiz,2005
222,1,11/02/06,2.1,1,3.1,3.2,3.2,Zaragoza,3.1,1,3.1,D,1,SP1,2.1,D,1.91,3.5,Osasuna,2005
223,0,12/02/06,2.05,3,3.2,3.2,3.2,Malaga,3.1,1,3.1,H,2,SP1,2.1,H,1.91,3.5,Alaves,2005
224,0,12/02/06,1.7,1,4.5,4.7,3.25,Sociedad,3.2,0,3.2,H,0,SP1,1.7,D,1.62,5,Ath Madrid,2005
225,0,12/02/06,2.3,0,2.75,2.8,3,La Coruna,3,0,3.1,A,1,SP1,2.4,D,2.2,3,Betis,2005
226,0,12/02/06,2.1,1,3.1,3.2,3.2,Villarreal,2.9,1,3.1,H,0,SP1,2.2,H,2,3.2,Celta,2005
227,0,12/02/06,2.15,0,3,3.3,3.2,Santander,3,0,3.1,A,2,SP1,2.1,D,2.1,3,Espanol,2005
228,0,12/02/06,2.3,1,2.75,3.1,3.2,Getafe,3,0,3.1,D,1,SP1,2.2,D,2.2,2.8,Mallorca,2005
229,0,12/02/06,2.6,1,2.4,2.5,3.2,Barcelona,3.1,1,3.1,H,0,SP1,2.6,H,2.8,2.2,Valencia,2005
230,0,18/02/06,1.2,5,11,8.5,4.33,Betis,4.4,3,5,H,1,SP1,1.3,H,1.29,9,Barcelona,2005
231,0,18/02/06,1.2,3,11,10,5,Alaves,4.4,2,5,H,0,SP1,1.27,H,1.2,11,Real Madrid,2005
232,0,18/02/06,1.9,1,3.6,3.4,3,Celta,3.1,1,3.1,H,0,SP1,2,H,2,3.5,Sevilla,2005
233,0,18/02/06,1.72,4,4.2,4.3,3.1,Espanol,3.2,3,3.25,H,0,SP1,1.75,H,1.67,5,Villarreal,2005
234,2,19/02/06,2.6,1,2.4,2.6,3.2,Osasuna,3,1,3.1,A,3,SP1,2.6,A,2.6,2.38,Cadiz,2005
235,1,19/02/06,2.4,0,2.6,2.6,3.2,Ath Madrid,3,0,3.1,A,3,SP1,2.6,A,2.5,2.5,Getafe,2005
236,1,19/02/06,2.05,1,3.2,3.4,3.2,Zaragoza,3.1,0,3.1,D,1,SP1,2,A,1.91,3.5,La Coruna,2005
237,0,19/02/06,2.05,0,3.2,3.3,3.2,Mallorca,3.2,0,3.1,A,2,SP1,2,D,1.91,3.5,Malaga,2005
238,0,19/02/06,1.95,0,3.5,3,3.2,Ath Bilbao,2.9,0,3.1,A,1,SP1,2.3,D,2,3.2,Santander,2005
239,0,19/02/06,3.1,1,2.1,2.1,3.2,Valencia,3,1,3.1,A,2,SP1,3.3,H,3.5,1.91,Sociedad,2005
240,0,25/02/06,1.44,5,6.5,5.5,3.4,Malaga,3.5,3,3.6,H,0,SP1,1.55,H,1.5,6,Ath Madrid,2005
241,0,25/02/06,4.2,0,1.72,1.85,3.4,Barcelona,3.1,0,3.25,A,2,SP1,4,D,4.33,1.67,Zaragoza,2005
242,1,26/02/06,2.5,2,2.62,3.2,3.2,Santander,2.9,2,2.9,D,2,SP1,2.2,H,2.2,2.8,Alaves,2005
243,1,26/02/06,2.4,1,2.6,2.6,3.2,Villarreal,3.1,1,3.1,D,1,SP1,2.5,D,2.5,2.5,Ath Bilbao,2005
244,0,26/02/06,1.9,2,3.6,3.3,3.2,Sociedad,3.2,1,3.1,H,0,SP1,2,H,1.91,3.5,Betis,2005
245,0,26/02/06,1.6,2,4.8,5,3.25,Cadiz,3.5,1,3.4,H,0,SP1,1.6,H,1.57,5.5,Celta,2005
246,0,26/02/06,2.62,5,2.37,2.55,3.2,Sevilla,3.1,1,3.1,H,0,SP1,2.55,H,2.5,2.5,Espanol,2005
247,1,26/02/06,6,2,1.5,1.55,3.75,Real Madrid,3.5,0,3.4,H,1,SP1,5.5,A,6,1.44,Mallorca,2005
248,0,26/02/06,2.15,1,3,3.1,3.2,La Coruna,3,1,3.1,A,2,SP1,2.2,H,2.1,3,Osasuna,2005
249,0,26/02/06,1.33,1,8,7.5,4,Getafe,3.7,0,4,D,1,SP1,1.4,D,1.36,7,Valencia,2005
250,2,04/03/06,1.44,3,6.5,5.8,3.75,La Coruna,3.7,2,3.6,H,2,SP1,1.5,D,1.44,6,Barcelona,2005
251,0,04/03/06,2.3,2,2.75,2.7,3.25,Espanol,3.1,0,3.1,H,0,SP1,2.4,D,2.4,2.5,Cadiz,2005
252,1,04/03/06,1.7,2,4.5,4.2,3.2,Ath Madrid,3.3,2,3.2,H,1,SP1,1.75,H,1.73,4.33,Real Madrid,2005
253,2,04/03/06,1.61,3,5,4.7,3.25,Alaves,3.4,1,3.3,H,2,SP1,1.65,A,1.62,5,Villarreal,2005
254,0,05/03/06,1.95,2,3.5,3.3,3.2,Osasuna,3,1,3.1,H,0,SP1,2.1,H,2,3.2,Celta,2005
255,0,05/03/06,2.2,1,3,3.2,3.2,Betis,3.1,1,3,H,0,SP1,2.1,H,2.2,2.8,Getafe,2005
256,0,05/03/06,5,0,1.66,1.75,3.25,Valencia,3.3,0,3.1,D,0,SP1,4.2,D,4.5,1.67,Malaga,2005
257,0,05/03/06,2.1,0,3.2,3.4,3.2,Mallorca,3.1,0,3,D,0,SP1,2,D,2,3.2,Santander,2005
258,1,05/03/06,1.7,2,4.5,4.2,3.25,Ath Bilbao,3.3,1,3.2,H,1,SP1,1.75,D,1.62,5,Sevilla,2005
259,0,05/03/06,2.25,1,2.87,2.7,3.2,Zaragoza,3.1,1,3,A,3,SP1,2.4,H,2.5,2.5,Sociedad,2005
260,0,11/03/06,2.37,2,2.62,2.5,3.2,Celta,3.2,2,3.1,H,0,SP1,2.5,H,2.38,2.6,Espanol,2005
261,0,11/03/06,1.61,0,5,5,3.4,Sociedad,3.7,0,3.3,A,1,SP1,1.55,D,1.5,6,La Coruna,2005
262,0,11/03/06,2.2,0,2.8,2.7,3,Real Madrid,3.1,0,3.2,D,0,SP1,2.4,D,2.2,3,Valencia,2005
263,1,12/03/06,2.62,2,2.37,2.5,3.2,Sevilla,3.1,2,3.1,H,1,SP1,2.6,H,2.6,2.38,Alaves,2005
264,0,12/03/06,1.9,1,3.5,4,3.2,Cadiz,3.1,0,3.2,H,0,SP1,1.85,D,1.8,4,Ath Bilbao,2005
265,0,12/03/06,1.61,2,5,4.9,3.5,Santander,3.3,0,3.3,H,1,SP1,1.65,D,1.57,5,Ath Madrid,2005
266,0,12/03/06,1.8,1,4,4.2,3.25,Malaga,3.1,1,3.1,D,1,SP1,1.8,H,1.62,5,Betis,2005
267,1,12/03/06,2.5,1,2.62,2.55,3,Villarreal,3.1,1,2.9,D,1,SP1,2.55,D,2.38,2.75,Mallorca,2005
268,0,12/03/06,4.5,2,1.66,1.7,3.25,Barcelona,3.3,1,3.3,H,1,SP1,4.5,H,4.5,1.67,Osasuna,2005
269,1,12/03/06,1.83,1,3.75,4.2,3.25,Getafe,3.1,1,3.2,A,2,SP1,1.8,D,1.62,5,Zaragoza,2005
270,1,18/03/06,2.4,1,2.6,2.8,3.2,La Coruna,3.1,0,3.1,A,2,SP1,2.3,A,2.38,2.6,Getafe,2005
271,1,18/03/06,5.5,0,1.53,1.6,3.5,Barcelona,3.6,0,3.5,A,2,SP1,4.8,A,5,1.57,Sociedad,2005
272,0,18/03/06,2.25,1,2.87,3.3,3,Ath Madrid,3,1,3,D,1,SP1,2.1,H,2.25,2.88,Villarreal,2005
273,0,19/03/06,1.9,0,3.75,3.2,3.2,Alaves,3.1,0,3,D,0,SP1,2.1,D,1.91,3.5,Cadiz,2005
274,1,19/03/06,1.66,0,4.5,4.2,3.25,Ath Bilbao,3.3,0,3.3,A,1,SP1,1.75,A,1.67,4.5,Celta,2005
275,3,19/03/06,2.1,2,3.1,2.8,3.2,Osasuna,3.1,1,3.1,A,4,SP1,2.3,A,2.1,3,Espanol,2005
276,0,19/03/06,2.4,0,2.6,2.7,3.2,Zaragoza,3,0,3.1,A,1,SP1,2.5,D,2.6,2.38,Malaga,2005
277,0,19/03/06,1.3,0,8,7,3.75,Betis,4.1,0,4.33,D,0,SP1,1.37,D,1.4,7,Real Madrid,2005
278,0,19/03/06,4,2,1.83,2,3.2,Valencia,3.1,1,3,H,1,SP1,3.4,H,3.75,1.83,Santander,2005
279,0,19/03/06,1.7,1,4.5,4.5,3.1,Mallorca,3.5,1,3.2,D,1,SP1,1.65,H,1.73,4.5,Sevilla,2005
280,1,21/03/06,1.22,3,9.5,12,5,Getafe,5,1,5,H,1,SP1,1.2,D,1.22,10,Barcelona,2005
281,0,22/03/06,2.37,1,2.7,2.9,3.2,Celta,3,0,3,H,0,SP1,2.3,D,2.25,2.75,Alaves,2005
282,1,22/03/06,1.83,1,4,3.4,3.2,Espanol,3.1,0,3,D,1,SP1,2,A,1.83,3.75,Ath Bilbao,2005
283,0,22/03/06,2.1,1,3.2,3.3,3.2,Santander,3,1,3,H,0,SP1,2.1,H,1.91,3.5,Betis,2005
284,1,22/03/06,1.61,2,5,5.5,3.25,Malaga,3.5,0,3.3,H,1,SP1,1.55,A,1.62,5,La Coruna,2005
285,0,22/03/06,1.8,1,4,4,3.2,Cadiz,3.2,1,3.1,H,0,SP1,1.8,H,1.73,4.33,Mallorca,2005
286,0,22/03/06,1.57,2,5.5,4.7,3.4,Sociedad,3.4,1,3.3,H,0,SP1,1.65,H,1.5,6,Osasuna,2005
287,0,22/03/06,1.72,1,4.5,4.2,3.2,Villarreal,3.1,1,3.1,D,1,SP1,1.8,H,1.73,4.33,Valencia,2005
288,0,22/03/06,3,1,2.1,2,3.4,Real Madrid,3.1,0,3.2,D,1,SP1,3.4,D,2.8,2.1,Zaragoza,2005
289,1,23/03/06,1.9,0,3.6,3.8,3.2,Sevilla,3.1,0,3.1,A,1,SP1,1.9,A,1.83,3.75,Ath Madrid,2005
290,0,25/03/06,2.37,1,2.62,2.8,3.2,Osasuna,3,0,3.1,H,0,SP1,2.4,D,2.25,2.75,Ath Bilbao,2005
291,0,25/03/06,8,0,1.36,1.45,3.75,Barcelona,3.7,0,3.75,D,0,SP1,6.5,D,6,1.44,Malaga,2005
292,2,25/03/06,1.66,1,4.5,4.7,3.2,Betis,3.2,0,3.3,A,2,SP1,1.7,A,1.7,4.5,Villarreal,2005
293,1,26/03/06,2.87,1,2.2,2.3,3,Ath Madrid,3,0,3.1,D,1,SP1,2.9,A,3,2.2,Cadiz,2005
294,0,26/03/06,1.8,2,4,4.5,3.1,Mallorca,3.1,2,3.1,H,0,SP1,1.75,H,1.73,4.5,Celta,2005
295,0,26/03/06,1.95,0,3.5,4,3.2,Alaves,3.1,0,3.1,D,0,SP1,1.85,D,1.8,4,Espanol,2005
296,1,26/03/06,1.83,2,3.75,3.8,3.25,Sociedad,3.1,1,3.2,H,1,SP1,1.9,D,1.8,3.75,Getafe,2005
297,0,26/03/06,1.66,4,4.5,4.7,3.5,La Coruna,3.2,2,3.3,H,0,SP1,1.7,H,1.62,4.5,Real Madrid,2005
298,0,26/03/06,2.37,0,2.62,3,3.2,Zaragoza,2.8,0,3.1,D,0,SP1,2.4,D,2.5,2.5,Santander,2005
299,0,26/03/06,2.37,1,2.62,2.7,2.88,Valencia,3,0,3.1,H,0,SP1,2.5,D,2.5,2.62,Sevilla,2005
300,1,01/04/06,1.72,1,4.33,3.8,3.2,Real Madrid,3.2,1,3.2,D,1,SP1,1.85,D,1.8,4,Barcelona,2005
301,0,01/04/06,1.83,3,3.75,3.8,3.25,Malaga,3.2,1,3.2,H,0,SP1,1.85,H,1.8,3.75,Sociedad,2005
302,1,01/04/06,2.1,0,3.2,3.3,3.2,Villarreal,3,0,3,A,1,SP1,2.1,A,2.1,3,Zaragoza,2005
303,0,02/04/06,2.2,0,2.87,3.1,3.2,Ath Bilbao,2.8,0,3.1,D,0,SP1,2.3,D,2.1,3,Alaves,2005
304,0,02/04/06,1.9,0,3.6,3.6,3.2,Celta,3.2,0,3.1,A,3,SP1,1.9,D,1.83,3.75,Ath Madrid,2005
305,1,02/04/06,2.4,2,2.87,2.85,3,Sevilla,2.8,2,2.8,H,1,SP1,2.55,H,2.38,2.75,Betis,2005
306,0,02/04/06,1.72,2,4.33,4.7,3.2,Santander,3.2,1,3.2,H,0,SP1,1.7,H,1.73,4.33,La Coruna,2005
307,0,02/04/06,2,0,3.3,3.4,3.2,Espanol,3.1,0,3.1,D,0,SP1,2,D,1.91,3.5,Mallorca,2005
308,2,02/04/06,1.66,0,4.5,4.3,3.25,Getafe,3.2,0,3.3,A,4,SP1,1.75,A,1.67,4.5,Osasuna,2005
309,1,02/04/06,1.4,5,7,7.5,3.5,Cadiz,3.7,3,3.75,H,3,SP1,1.4,H,1.44,7,Valencia,2005
310,0,08/04/06,2.37,1,2.7,2.7,3.2,Betis,3,0,3,D,1,SP1,2.5,D,2.5,2.5,Cadiz,2005
311,1,08/04/06,2.4,0,2.6,2.7,3.2,Valencia,3,0,3.1,A,1,SP1,2.5,A,2.25,2.75,Celta,2005
312,1,08/04/06,2.5,1,2.5,2.7,3.2,Getafe,3.1,0,3.1,A,2,SP1,2.4,A,2.5,2.5,Malaga,2005
313,0,08/04/06,1.33,1,8,8,4.33,Sociedad,4,1,4,D,1,SP1,1.35,H,1.3,8,Real Madrid,2005
314,1,09/04/06,2.4,1,2.75,3,3.2,Osasuna,3,0,2.9,A,2,SP1,2.25,A,2.38,2.6,Alaves,2005
315,1,09/04/06,1.9,1,4,3.8,3.2,Mallorca,3.1,1,2.87,D,1,SP1,1.9,D,1.8,4,Ath Bilbao,2005
316,0,09/04/06,2.5,1,2.5,2.8,3.2,Ath Madrid,3.1,0,3.1,D,1,SP1,2.3,D,2.6,2.38,Espanol,2005
317,2,09/04/06,5.5,2,1.53,1.55,3.4,Barcelona,3.5,2,3.5,D,2,SP1,5.5,D,6,1.5,Santander,2005
318,0,09/04/06,1.72,1,4.2,4.5,3.4,Zaragoza,3.3,0,3.25,D,1,SP1,1.7,D,1.67,4.33,Sevilla,2005
319,0,09/04/06,2.2,1,2.87,3.3,3.2,La Coruna,3,0,3.1,D,1,SP1,2.1,D,2.1,3,Villarreal,2005
320,0,14/04/06,1.44,1,6,5.7,3.6,Villarreal,3.2,1,3.75,H,0,SP1,1.6,H,1.44,6.5,Barcelona,2005
321,0,15/04/06,2.1,0,3.1,3.6,3.2,Sevilla,3,0,3.1,D,0,SP1,2,D,2.1,3,La Coruna,2005
322,0,15/04/06,1.95,0,3.6,3.6,3.25,Alaves,3,0,3,D,0,SP1,2,D,1.91,3.4,Mallorca,2005
323,0,15/04/06,2,1,3.3,3.4,3.2,Santander,2.9,0,3.1,H,0,SP1,2.1,D,1.91,3.5,Sociedad,2005
324,0,16/04/06,1.83,1,4,4.2,3.2,Ath Bilbao,3,0,3,H,0,SP1,1.85,D,1.8,4,Ath Madrid,2005
325,1,16/04/06,2.2,0,2.87,3,3,Celta,3.1,0,3.1,A,2,SP1,2.2,A,2.1,3.2,Betis,2005
326,0,16/04/06,3.5,1,1.9,1.9,3.25,Real Madrid,3.2,0,3.2,D,1,SP1,3.6,D,3.4,1.91,Getafe,2005
327,0,16/04/06,1.4,1,7,5.3,3.75,Malaga,3.9,1,3.75,D,1,SP1,1.5,H,1.4,7,Osasuna,2005
328,0,16/04/06,1.44,4,6,6,3.75,Espanol,3.6,1,3.75,H,0,SP1,1.5,H,1.4,7,Valencia,2005
329,1,16/04/06,1.72,1,4.2,4.3,3.5,Cadiz,3.4,1,3.25,A,2,SP1,1.7,D,1.62,4.5,Zaragoza,2005
330,1,22/04/06,2.25,0,2.75,2.9,3.2,Ath Madrid,3,0,3.2,A,1,SP1,2.3,A,2.2,2.8,Alaves,2005
331,0,22/04/06,1.7,4,4.33,4.2,3.2,Zaragoza,3.3,1,3.3,H,0,SP1,1.75,H,1.8,4,Celta,2005
332,2,22/04/06,2,0,3.2,3.2,3.2,Sociedad,3.1,0,3.2,A,2,SP1,2.1,A,1.91,3.5,Villarreal,2005
333,0,23/04/06,2.87,0,2.2,2.4,3.2,Valencia,3.1,0,3.1,A,3,SP1,2.7,D,2.75,2.25,Ath Bilbao,2005
334,1,23/04/06,2.75,1,2.25,2.5,3.2,La Coruna,3.1,0,3.2,D,1,SP1,2.6,A,2.6,2.38,Cadiz,2005
335,0,23/04/06,2.1,2,3,3.1,3.2,Betis,3,1,3.2,H,0,SP1,2.2,H,2,3.2,Espanol,2005
336,0,23/04/06,2.5,0,2.5,2.7,3.2,Osasuna,3.1,0,3.1,A,1,SP1,2.4,D,2.38,2.6,Mallorca,2005
337,1,23/04/06,1.2,2,11,9.5,5,Malaga,4.8,0,5,H,1,SP1,1.25,A,1.22,10,Real Madrid,2005
338,1,23/04/06,2.2,1,2.87,3,3.2,Getafe,3.1,1,3.1,A,3,SP1,2.2,D,2.25,2.75,Santander,2005
339,0,29/04/06,1.22,1,9.5,11,5,Cadiz,4.8,1,5,H,0,SP1,1.22,H,1.2,11,Barcelona,2005
340,0,29/04/06,2.1,1,3.3,3.4,3.2,Ath Bilbao,2.9,1,2.87,D,1,SP1,2.1,H,1.91,3.5,Betis,2005
341,1,29/04/06,2.2,0,3,3.2,3.2,Celta,3.1,0,3,A,2,SP1,2.1,A,2.2,2.8,La Coruna,2005
342,0,30/04/06,1.7,0,4.33,4.3,3.4,Mallorca,3.2,0,3.3,A,1,SP1,1.75,D,1.67,4.33,Ath Madrid,2005
343,1,30/04/06,2.15,1,3,3.3,3.2,Villarreal,3,1,3.1,D,1,SP1,2.1,D,2.2,2.8,Getafe,2005
344,1,30/04/06,2.6,2,2.4,2.5,3.2,Santander,3.2,2,3.1,A,3,SP1,2.5,H,2.38,2.6,Malaga,2005
345,0,30/04/06,2.75,0,2.3,2.2,3.2,Real Madrid,3,0,3.1,A,1,SP1,3.1,D,2.75,2.25,Osasuna,2005
346,0,30/04/06,2.37,1,2.62,2.7,2.8,Sevilla,3.1,0,3.1,A,2,SP1,2.4,D,2.38,2.88,Sociedad,2005
347,0,30/04/06,1.4,3,7,7.5,5,Alaves,3.7,2,3.75,H,0,SP1,1.4,H,1.25,8,Valencia,2005
348,0,30/04/06,2.3,1,2.8,2.9,3.2,Espanol,3.2,1,3,D,1,SP1,2.2,H,2.2,2.8,Zaragoza,2005
349,0,03/05/06,2.2,2,2.8,3.1,3.2,Betis,3,1,3.2,H,0,SP1,2.2,H,2.25,2.75,Alaves,2005
350,0,03/05/06,1.72,1,4.5,4.7,3.4,Zaragoza,3.4,0,3.1,H,0,SP1,1.65,D,1.67,4.33,Ath Bilbao,2005
351,1,03/05/06,2.25,0,2.8,3,3.25,Osasuna,3.1,0,3.1,A,1,SP1,2.2,A,2.2,2.75,Ath Madrid,2005
352,1,03/05/06,2.15,2,2.8,3,3.2,Sociedad,3.1,0,3.3,D,2,SP1,2.2,A,2.25,2.75,Cadiz,2005
353,0,03/05/06,2.8,0,2.25,2.4,3.2,Barcelona,3,0,3.1,A,1,SP1,2.8,D,3,2.1,Celta,2005
354,0,03/05/06,2.2,1,2.87,2.8,3.2,La Coruna,3.1,1,3.1,A,2,SP1,2.3,H,2.25,2.75,Espanol,2005
355,1,03/05/06,3.3,2,2.05,2.1,3.2,Valencia,2.9,1,3.1,H,1,SP1,3.4,D,3.2,2,Mallorca,2005
356,0,03/05/06,1.72,3,4.5,4.4,3.25,Getafe,3,3,3.1,H,0,SP1,1.8,H,1.8,3.75,Sevilla,2005
357,1,03/05/06,1.4,2,7.5,7.5,3.6,Malaga,3.7,2,3.6,H,1,SP1,1.4,H,1.44,6.5,Villarreal,2005
358,1,04/05/06,4.5,2,1.7,1.85,3.4,Real Madrid,3.1,0,3.2,A,3,SP1,4,A,4,1.73,Santander,2005
359,0,06/05/06,1.5,2,5.5,5,3.75,Espanol,3.5,1,3.6,H,0,SP1,1.6,H,1.4,7,Barcelona,2005
360,1,06/05/06,5,0,1.61,1.7,3.5,Sevilla,3.3,0,3.3,A,2,SP1,4.5,A,4.5,1.62,Malaga,2005
361,1,06/05/06,1.44,1,6,5.8,3.75,Ath Madrid,3.4,1,3.75,D,1,SP1,1.55,D,1.44,6,Valencia,2005
362,0,07/05/06,1.9,2,3.75,4,3,Mallorca,3,2,3,H,1,SP1,1.9,H,1.83,4,Betis,2005
363,1,07/05/06,1.8,3,3.75,,3.4,Cadiz,,0,3.3,H,1,SP1,,A,1.73,4,Getafe,2005
364,0,07/05/06,1.83,1,4,3.5,3.4,Ath Bilbao,3.3,1,3,A,2,SP1,1.9,H,1.8,3.6,La Coruna,2005
365,2,07/05/06,1.44,3,6.5,5.5,3.4,Villarreal,3.5,1,3.6,D,3,SP1,1.55,A,1.5,6,Real Madrid,2005
366,0,07/05/06,2.6,2,2.3,2.4,3.2,Osasuna,3.1,0,3.3,H,1,SP1,2.7,D,2.75,2.25,Santander,2005
367,1,07/05/06,2.5,2,2.62,2.5,3.2,Celta,3.2,2,2.9,D,2,SP1,2.5,H,2.5,2.5,Sociedad,2005
368,0,07/05/06,2.5,3,2.4,2.5,3.2,Alaves,3.2,0,3.25,H,0,SP1,2.3,D,2.25,2.75,Zaragoza,2005
369,0,13/05/06,2.3,1,2.5,3,3.25,La Coruna,3.3,0,3.4,H,0,SP1,2,D,2.2,2.75,Alaves,2005
370,0,13/05/06,1.9,1,3.6,3.6,3.2,Betis,3.1,1,3.1,D,1,SP1,1.85,H,1.73,4.33,Ath Madrid,2005
371,0,13/05/06,1.83,5,3.75,4.2,3.2,Malaga,3.1,1,3.2,H,0,SP1,1.75,H,1.73,4.33,Cadiz,2005
372,0,13/05/06,1.9,1,3.25,3.5,3.2,Getafe,3.1,1,3.4,H,0,SP1,1.9,H,1.73,4.33,Celta,2005
373,0,13/05/06,1.5,1,6,5.2,3.75,Sociedad,3.3,0,3.4,H,0,SP1,1.55,D,1.44,6,Espanol,2005
374,1,13/05/06,2.1,3,3.1,3.1,3.25,Zaragoza,3,1,3.1,H,1,SP1,2.1,D,2.2,2.75,Mallorca,2005
375,2,13/05/06,1.83,3,3.5,3.4,3.4,Barcelona,3.2,2,3.4,H,2,SP1,1.9,D,1.8,3.6,Sevilla,2005
376,0,13/05/06,1.36,2,7,4.8,3.5,Santander,3.3,1,4,H,0,SP1,1.6,H,1.57,5,Villarreal,2005
377,0,16/05/06,2.5,2,2.5,2.5,3.2,Valencia,3.3,0,3.1,H,1,SP1,2.5,D,2.5,2.5,Osasuna,2005
378,2,16/05/06,2.15,4,2.8,2.6,3.2,Real Madrid,3.3,4,3.3,H,3,SP1,2.4,H,2.38,2.6,Sevilla,2005
379,1,20/05/06,2.2,3,2.75,2.6,3.25,Barcelona,3,0,3.25,H,1,SP1,2.4,A,2.2,2.75,Ath Bilbao,2005
380,1,29/08/09,1.2,3,11,12,4.5,La Coruna,5,2,5,H,2,SP1,1.25,H,1.25,10,Real Madrid,2009
381,0,29/08/09,1.8,1,3.8,3.9,3.2,Tenerife,3.3,0,3.25,H,0,SP1,1.9,D,1.8,4,Zaragoza,2009
382,0,30/08/09,2.05,0,3.1,3.9,3.2,Valladolid,3.3,0,3.2,D,0,SP1,1.9,D,2.1,3,Almeria,2009
383,0,30/08/09,2.15,1,2.9,3.25,3.2,Espanol,3.25,0,3.2,H,0,SP1,2.15,D,2.2,2.8,Ath Bilbao,2009
384,0,30/08/09,3.1,3,2.05,2.2,3.2,Ath Madrid,3.2,1,3.2,H,0,SP1,3.2,H,3,2.1,Malaga,2009
385,0,30/08/09,1.73,2,4,4.3,3.4,Xerez,3.4,0,3.4,H,0,SP1,1.8,D,1.67,4.33,Mallorca,2009
